date,store_id,region,product,category,units_sold,unit_price,revenue,promotion_flag
2021-07-12,WE-S04,West,Gamma Widget,Widgets,4,53.2,212.8,0
2021-08-28,NO-S02,North,Zeta Device,Devices,6,106.14,636.84,0
2021-02-12,EA-S05,East,Iota Tool,Tools,2,48.52,97.04,0
2021-05-11,CE-S05,Central,Beta Widget,Widgets,3,54.91,164.73,0
2023-04-25,SO-S02,South,Kappa Accessory,Accessories,8,11.88,95.04,0
2023-02-08,WE-S05,West,Kappa Accessory,Accessories,4,13.3,53.2,0
2022-07-12,EA-S04,East,Lambda Accessory,Accessories,1,16.51,16.51,0
2022-06-26,WE-S05,West,Gamma Widget,Widgets,4,54.35,217.4,0
2021-04-11,WE-S06,West,Upsilon Bundle,Bundles,5,365.78,1828.9,0
2021-04-09,NO-S03,North,Xi Module,Modules,3,155.98,467.94,0
2023-03-20,CE-S01,Central,Kappa Accessory,Accessories,3,15.97,47.91,0
2021-04-23,EA-S03,East,Omicron Module,Modules,1,197.31,197.31,0
2023-12-12,EA-S01,East,Gamma Widget,Widgets,2,71.32,142.64,0
2022-02-04,EA-S03,East,Zeta Device,Devices,2,116.48,232.96,0
2021-05-20,SO-S06,South,Tau Kit,Kits,3,262.25,786.75,0
2022-12-10,NO-S06,North,Kappa Accessory,Accessories,2,20.11,40.22,0
2021-09-08,SO-S02,South,Sigma Kit,Kits,1,273.14,273.14,0
2021-10-31,WE-S03,West,Gamma Widget,Widgets,3,45.14,135.42,0
2022-01-13,EA-S06,East,Epsilon Gadget,Gadgets,2,68.55,137.1,0
2023-04-01,NO-S01,North,Kappa Accessory,Accessories,3,15.96,47.88,0
2021-09-07,NO-S03,North,Zeta Device,Devices,2,111.66,223.32,0
2023-06-10,CE-S03,Central,Theta Tool,Tools,2,41.36,82.72,0
2023-03-28,WE-S04,West,Kappa Accessory,Accessories,4,17.23,68.92,0
2021-01-13,EA-S02,East,Upsilon Bundle,Bundles,3,392.42,1177.26,0
2021-06-18,SO-S04,South,Delta Gadget,Gadgets,2,71.92,143.84,0
2023-05-09,WE-S04,West,Lambda Accessory,Accessories,5,15.49,77.45,0
2021-08-16,CE-S06,Central,Epsilon Gadget,Gadgets,2,84.51,169.02,0
2023-07-06,EA-S05,East,Pi Part,Parts,6,11.92,71.52,0
2021-11-11,WE-S05,West,Beta Widget,Widgets,4,69.44,277.76,0
2023-07-02,CE-S04,Central,Omicron Module,Modules,6,257.38,1544.28,0
2023-10-08,EA-S03,East,Xi Module,Modules,1,199.09,199.09,0
2022-10-23,EA-S05,East,Rho Part,Parts,2,10.38,20.76,0
2023-04-09,WE-S03,West,Omicron Module,Modules,3,198.22,594.66,0
2023-08-01,SO-S05,South,Zeta Device,Devices,5,110.77,553.85,0
2021-04-23,WE-S04,West,Zeta Device,Devices,4,123.59,494.36,0
2021-09-29,CE-S01,Central,Sigma Kit,Kits,3,228.05,684.15,0
2023-08-05,CE-S06,Central,Beta Widget,Widgets,6,51.28,307.68,0
2021-03-19,CE-S04,Central,Upsilon Bundle,Bundles,2,419.75,839.5,0
2022-10-21,NO-S06,North,Tau Kit,Kits,3,220.27,660.81,0
2022-05-07,EA-S03,East,Tau Kit,Kits,4,258.68,1034.72,0
2021-05-04,WE-S05,West,Theta Tool,Tools,4,35.39,141.56,0
2021-09-02,EA-S04,East,Gamma Widget,Widgets,4,38.78,155.12,0
2021-04-25,EA-S03,East,Nu Component,Components,4,23.8,95.2,0
2022-05-31,NO-S01,North,Xi Module,Modules,2,232.21,464.42,0
2021-02-12,EA-S02,East,Alpha Widget,Widgets,2,44.03,88.06,0
2021-07-01,NO-S05,North,Rho Part,Parts,4,13.58,54.32,0
2021-09-12,NO-S05,North,Epsilon Gadget,Gadgets,2,84.79,169.58,0
2022-12-29,EA-S06,East,Delta Gadget,Gadgets,3,113.05,339.15,0
2021-07-30,EA-S04,East,Rho Part,Parts,4,14.08,56.32,0
2023-02-15,SO-S02,South,Epsilon Gadget,Gadgets,2,67.88,135.76,0
2022-03-16,WE-S06,West,Kappa Accessory,Accessories,4,16.14,64.56,0
2022-09-21,WE-S03,West,Kappa Accessory,Accessories,1,16.29,16.29,0
2023-06-22,NO-S06,North,Mu Component,Components,1,23.61,23.61,0
2023-11-10,NO-S05,North,Xi Module,Modules,4,288.51,1154.04,0
2023-05-15,CE-S06,Central,Tau Kit,Kits,2,232.25,464.5,0
2022-11-08,CE-S02,Central,Alpha Widget,Widgets,1,75.0,75.0,0
2022-09-08,SO-S02,South,Mu Component,Components,2,27.86,55.72,0
2022-07-16,WE-S02,West,Theta Tool,Tools,2,39.29,78.58,0
2023-12-24,NO-S04,North,Alpha Widget,Widgets,1,69.58,69.58,0
2023-01-19,WE-S06,West,Rho Part,Parts,3,12.19,36.57,0
2023-04-19,EA-S04,East,Omicron Module,Modules,1,141.2,141.2,0
2022-03-26,EA-S02,East,Upsilon Bundle,Bundles,2,436.89,873.78,1
2023-11-13,SO-S06,South,Alpha Widget,Widgets,3,70.61,211.83,0
2021-12-12,NO-S05,North,Tau Kit,Kits,3,380.95,1142.85,1
2022-01-07,EA-S03,East,Gamma Widget,Widgets,3,53.34,160.02,0
2022-05-11,SO-S04,South,Delta Gadget,Gadgets,4,85.24,340.96,0
2021-12-03,NO-S03,North,Mu Component,Components,3,34.73,104.19,0
2023-04-04,NO-S02,North,Omicron Module,Modules,1,213.36,213.36,0
2021-08-18,CE-S05,Central,Kappa Accessory,Accessories,2,16.17,32.34,0
2021-11-25,WE-S02,West,Pi Part,Parts,4,14.04,56.16,0
2023-08-05,CE-S05,Central,Xi Module,Modules,4,220.5,882.0,0
2021-12-14,EA-S02,East,Iota Tool,Tools,1,45.19,45.19,0
2021-04-21,NO-S02,North,Eta Device,Devices,2,104.66,209.32,0
2023-12-13,SO-S06,South,Pi Part,Parts,3,15.02,45.06,1
2023-05-07,EA-S04,East,Upsilon Bundle,Bundles,2,360.91,721.82,1
2021-08-01,EA-S04,East,Eta Device,Devices,1,117.21,117.21,0
2021-10-24,NO-S03,North,Alpha Widget,Widgets,5,50.64,253.2,0
2023-05-16,EA-S04,East,Eta Device,Devices,1,94.49,94.49,0
2021-03-23,SO-S05,South,Sigma Kit,Kits,5,223.71,1118.55,1
2022-04-20,SO-S06,South,Alpha Widget,Widgets,5,49.97,249.85,1
2022-01-15,CE-S04,Central,Gamma Widget,Widgets,3,48.94,146.82,0
2023-07-23,WE-S03,West,Pi Part,Parts,2,10.18,20.36,0
2021-08-31,SO-S04,South,Omicron Module,Modules,3,191.88,575.64,0
2023-11-03,CE-S05,Central,Pi Part,Parts,6,13.66,81.96,0
2023-01-28,WE-S02,West,Gamma Widget,Widgets,4,49.33,197.32,0
2023-02-02,EA-S06,East,Eta Device,Devices,1,112.76,112.76,0
2022-09-17,NO-S01,North,Nu Component,Components,2,25.39,50.78,0
2022-04-26,NO-S02,North,Pi Part,Parts,3,12.96,38.88,0
2022-07-30,NO-S04,North,Delta Gadget,Gadgets,3,93.54,280.62,0
2022-06-11,EA-S05,East,Mu Component,Components,5,28.63,,0
2022-01-26,SO-S01,South,Nu Component,Components,4,25.28,101.12,0
2023-09-13,NO-S04,North,Gamma Widget,Widgets,9,50.14,451.26,0
2021-04-10,CE-S01,Central,Rho Part,Parts,2,11.08,22.16,0
2022-10-13,SO-S05,South,Alpha Widget,Widgets,2,56.75,113.5,0
2021-06-07,WE-S02,West,Theta Tool,Tools,6,43.21,259.26,0
2021-08-04,NO-S02,North,Sigma Kit,Kits,3,259.46,778.38,0
2021-03-08,CE-S03,Central,Gamma Widget,Widgets,1,43.34,43.34,0
2021-07-21,SO-S05,South,Nu Component,Components,9,26.48,238.32,0
2023-10-08,CE-S02,Central,Tau Kit,Kits,2,303.19,606.38,0
2023-02-08,SO-S04,South,Xi Module,Modules,3,189.74,569.22,0
2022-02-05,CE-S01,Central,Theta Tool,Tools,2,31.89,63.78,0
2021-07-05,SO-S02,South,Eta Device,Devices,4,131.11,524.44,1
2022-09-11,CE-S06,Central,Omicron Module,Modules,5,241.39,1206.95,0
2021-10-29,NO-S06,North,Zeta Device,Devices,1,125.48,125.48,0
2021-10-21,SO-S04,South,Pi Part,Parts,3,12.41,37.23,0
2022-04-04,NO-S05,North,Tau Kit,Kits,3,242.08,726.24,0
2022-11-28,SO-S05,South,Alpha Widget,Widgets,4,74.42,297.68,0
2023-10-04,SO-S05,South,Lambda Accessory,Accessories,-2,11.87,-23.74,0
2022-09-15,CE-S04,Central,Sigma Kit,Kits,4,311.6,1246.4,0
2022-08-23,WE-S05,West,Sigma Kit,Kits,3,265.52,796.56,0
2021-12-22,SO-S04,South,Eta Device,Devices,2,165.79,331.58,0
2021-12-22,SO-S05,South,Delta Gadget,Gadgets,3,98.33,294.99,0
2021-01-14,EA-S06,East,Pi Part,Parts,4,11.11,44.44,0
2023-07-28,SO-S01,South,Zeta Device,Devices,3,120.25,360.75,0
2023-10-03,SO-S06,South,Zeta Device,Devices,2,97.69,195.38,0
2023-08-19,CE-S03,Central,Eta Device,Devices,3,116.02,348.06,0
2022-10-20,EA-S03,East,Lambda Accessory,Accessories,5,14.83,74.15,0
2022-06-17,SO-S04,South,Alpha Widget,Widgets,2,50.72,101.44,0
2023-04-28,WE-S05,West,Lambda Accessory,Accessories,1,15.69,15.69,0
2021-10-10,WE-S05,West,Theta Tool,Tools,3,40.25,120.75,0
2022-03-12,EA-S02,East,Alpha Widget,Widgets,4,48.94,195.76,0
2022-12-16,CE-S01,Central,Zeta Device,Devices,5,173.3,866.5,0
2021-11-23,NO-S01,North,Xi Module,Modules,4,246.45,985.8,0
2021-05-22,CE-S06,Central,Alpha Widget,Widgets,5,54.07,270.35,0
2022-10-18,CE-S02,Central,Pi Part,Parts,6,11.48,68.88,0
2023-07-23,CE-S04,Central,Sigma Kit,Kits,2,266.79,533.58,0
2021-04-21,SO-S06,South,Lambda Accessory,Accessories,1,19.32,19.32,0
2021-03-17,NO-S05,North,Iota Tool,Tools,6,46.57,279.42,0
2021-09-19,EA-S04,East,Pi Part,Parts,1,12.17,12.17,0
2023-03-29,EA-S04,East,Sigma Kit,Kits,1,231.47,231.47,0
2021-04-15,EA-S02,East,Rho Part,Parts,3,12.29,36.87,0
2022-08-09,SO-S03,South,Xi Module,Modules,3,208.36,625.08,0
2023-02-22,EA-S04,East,Theta Tool,Tools,3,33.77,101.31,0
2021-05-07,SO-S04,South,Pi Part,Parts,5,14.48,72.4,0
2021-11-19,CE-S06,Central,Iota Tool,Tools,4,57.67,230.68,0
2022-09-02,SO-S01,South,Sigma Kit,Kits,4,250.35,1001.4,0
2021-09-24,WE-S01,West,Delta Gadget,Gadgets,1,82.85,82.85,0
2021-11-28,CE-S01,Central,Tau Kit,Kits,1,344.08,344.08,0
2023-10-24,SO-S02,South,Sigma Kit,Kits,5,230.04,1150.2,0
2021-04-24,SO-S05,South,Omicron Module,Modules,4,204.24,816.96,0
2022-03-06,NO-S01,North,Iota Tool,Tools,1,48.23,48.23,0
2022-04-04,EA-S03,East,Pi Part,Parts,3,11.15,33.45,0
2023-03-21,SO-S02,South,Xi Module,Modules,7,221.36,1549.52,0
2023-12-24,WE-S06,West,Delta Gadget,Gadgets,4,104.14,416.56,0
2023-10-03,NO-S04,North,Upsilon Bundle,Bundles,3,458.61,1375.83,0
2021-04-23,NO-S06,North,Epsilon Gadget,Gadgets,3,96.7,290.1,0
2022-09-09,EA-S03,East,Gamma Widget,Widgets,-2,55.65,-111.3,0
2023-10-05,CE-S02,Central,Nu Component,Components,4,27.1,108.4,0
2022-04-30,CE-S03,Central,Mu Component,Components,2,25.4,50.8,1
2023-03-02,EA-S06,East,Theta Tool,Tools,2,39.09,78.18,0
2021-09-21,CE-S01,Central,Rho Part,Parts,1,13.18,13.18,0
2023-05-27,CE-S04,Central,Eta Device,Devices,1,106.62,106.62,0
2023-03-16,NO-S04,North,Gamma Widget,Widgets,6,47.26,283.56,0
2023-02-28,NO-S03,North,Alpha Widget,Widgets,2,44.29,88.58,0
2023-12-31,CE-S05,Central,Upsilon Bundle,Bundles,3,574.37,1723.11,0
2021-04-10,CE-S02,Central,Upsilon Bundle,Bundles,4,432.43,1729.72,0
2022-03-18,EA-S02,East,Gamma Widget,Widgets,5,48.56,242.8,0
2022-05-11,EA-S01,East,Upsilon Bundle,Bundles,1,518.38,518.38,0
2023-05-05,EA-S02,East,Eta Device,Devices,6,124.94,749.64,0
2023-10-28,SO-S04,South,Mu Component,Components,1,23.71,23.71,0
2022-10-12,NO-S03,North,Lambda Accessory,Accessories,4,15.83,63.32,0
2022-02-09,CE-S01,Central,Beta Widget,Widgets,5,36.24,181.2,0
2022-01-27,SO-S03,South,Delta Gadget,Gadgets,2,81.54,163.08,1
2023-07-29,WE-S04,West,Epsilon Gadget,Gadgets,3,97.5,292.5,0
2023-09-25,EA-S02,East,Zeta Device,Devices,2,131.4,262.8,0
2022-11-06,EA-S02,East,Mu Component,Components,3,30.3,90.9,0
2022-10-04,EA-S02,East,Mu Component,Components,3,24.86,74.58,0
2023-12-11,SO-S01,South,Delta Gadget,Gadgets,3,120.88,362.64,0
2022-08-22,SO-S01,South,Tau Kit,Kits,1,282.86,282.86,0
2022-06-04,CE-S02,Central,Xi Module,Modules,2,228.78,457.56,0
2021-07-14,WE-S04,West,Gamma Widget,Widgets,5,52.41,262.05,0
2021-02-27,EA-S05,East,Rho Part,Parts,4,9.48,37.92,0
2023-10-04,EA-S02,East,Nu Component,Components,2,21.87,43.74,0
2022-11-23,SO-S03,South,Lambda Accessory,Accessories,3,23.87,71.61,0
2023-04-26,CE-S02,Central,Gamma Widget,Widgets,4,56.42,225.68,0
2021-04-03,CE-S02,Central,Alpha Widget,Widgets,1,37.85,37.85,0
2022-10-10,CE-S05,Central,Lambda Accessory,Accessories,2,16.99,33.98,0
2022-08-20,EA-S04,East,Theta Tool,Tools,2,43.69,87.38,0
2023-07-21,EA-S04,East,Delta Gadget,Gadgets,2,92.36,184.72,0
2021-04-21,NO-S02,North,Eta Device,Devices,3,122.44,367.32,0
2022-04-05,SO-S06,South,Nu Component,Components,3,22.94,68.82,0
2021-07-21,CE-S01,Central,Theta Tool,Tools,3,45.2,135.6,0
2022-12-14,WE-S02,West,Epsilon Gadget,Gadgets,1,108.87,108.87,0
2021-04-10,WE-S02,West,Beta Widget,Widgets,3,47.87,143.61,0
2021-06-03,WE-S03,West,Rho Part,Parts,2,14.87,29.74,0
2021-03-16,EA-S03,East,Eta Device,Devices,2,126.97,253.94,0
2023-02-17,WE-S01,West,Mu Component,Components,4,22.52,90.08,0
2022-11-10,NO-S05,North,Eta Device,Devices,3,183.89,551.67,0
2021-07-07,SO-S06,South,Tau Kit,Kits,3,267.99,803.97,0
2022-08-26,NO-S05,North,Iota Tool,Tools,6,39.22,235.32,0
2021-02-23,SO-S01,South,Iota Tool,Tools,1,44.11,44.11,0
2021-05-15,CE-S03,Central,Pi Part,Parts,2,12.64,25.28,0
2021-04-15,SO-S04,South,Gamma Widget,Widgets,5,47.94,239.7,0
2021-02-15,SO-S01,South,Alpha Widget,Widgets,1,51.73,51.73,0
2023-05-21,NO-S01,North,Beta Widget,Widgets,2,43.46,86.92,0
2023-11-27,CE-S04,Central,Zeta Device,Devices,2,168.18,336.36,0
2022-09-20,WE-S05,West,Iota Tool,Tools,4,36.52,146.08,0
2022-07-20,NO-S05,North,Beta Widget,Widgets,4,55.43,221.72,0
2022-07-31,CE-S02,Central,Upsilon Bundle,Bundles,1,498.96,498.96,0
2021-11-13,EA-S06,East,Upsilon Bundle,Bundles,2,508.17,1016.34,0
2023-05-11,SO-S05,South,Alpha Widget,Widgets,9,50.02,450.18,0
2023-11-19,EA-S02,East,Xi Module,Modules,5,309.87,1549.35,0
2023-11-18,EA-S04,East,Beta Widget,Widgets,3,77.66,232.98,0
2022-07-03,CE-S03,Central,Upsilon Bundle,Bundles,4,471.08,1884.32,0
2023-10-28,NO-S01,North,Tau Kit,Kits,2,202.08,404.16,0
2021-11-13,CE-S02,Central,Nu Component,Components,3,31.81,95.43,0
2023-12-04,NO-S02,North,Lambda Accessory,Accessories,5,20.6,103.0,0
2021-07-19,NO-S04,North,Beta Widget,Widgets,3,55.06,165.18,0
2021-04-08,NO-S04,North,Beta Widget,Widgets,1,50.16,50.16,0
2023-05-20,EA-S02,East,Omicron Module,Modules,5,150.51,752.55,0
2021-03-12,EA-S02,East,Upsilon Bundle,Bundles,3,402.01,1206.03,0
2022-12-10,NO-S04,North,Eta Device,Devices,3,166.7,500.1,0
2023-10-16,WE-S04,West,Mu Component,Components,4,29.43,117.72,0
2022-10-31,NO-S04,North,Pi Part,Parts,4,11.61,46.44,0
2023-04-17,CE-S06,Central,Tau Kit,Kits,3,186.84,560.52,0
2023-07-18,NO-S04,North,Gamma Widget,Widgets,6,58.25,349.5,0
2022-03-02,WE-S02,West,Nu Component,Components,3,28.88,86.64,0
2021-11-16,EA-S03,East,Lambda Accessory,Accessories,1,20.12,20.12,0
2021-03-11,SO-S05,South,Zeta Device,Devices,3,118.24,354.72,0
2023-08-17,SO-S05,South,Beta Widget,Widgets,2,45.21,90.42,0
2023-07-05,NO-S06,North,Mu Component,Components,5,23.8,119.0,0
2021-08-15,CE-S05,Central,Zeta Device,Devices,1,99.11,99.11,0
2023-09-12,WE-S02,West,Omicron Module,Modules,3,201.62,604.86,0
2022-05-28,EA-S02,East,Kappa Accessory,Accessories,1,15.73,15.73,1
2023-08-10,SO-S02,South,Xi Module,Modules,1,163.91,163.91,0
2023-10-13,EA-S06,East,Rho Part,Parts,4,10.87,43.48,0
2023-06-23,NO-S02,North,Beta Widget,Widgets,3,47.93,143.79,0
2022-07-05,SO-S06,South,Upsilon Bundle,Bundles,3,384.49,1153.47,0
2023-09-06,CE-S06,Central,Theta Tool,Tools,3,49.43,148.29,0
2022-08-22,WE-S02,West,Sigma Kit,Kits,5,229.67,1148.35,0
2023-05-12,SO-S01,South,Iota Tool,Tools,3,45.79,137.37,0
2023-09-25,WE-S06,West,Xi Module,Modules,2,236.86,473.72,0
2021-01-05,SO-S01,South,Beta Widget,Widgets,3,47.29,141.87,0
2021-07-01,CE-S04,Central,Lambda Accessory,Accessories,3,16.98,50.94,0
2023-10-22,CE-S05,Central,Upsilon Bundle,Bundles,5,427.75,2138.75,0
2022-05-21,SO-S02,South,Pi Part,Parts,5,9.98,49.9,0
2023-12-29,CE-S05,Central,Lambda Accessory,Accessories,1,20.01,20.01,0
2021-04-05,SO-S04,South,Lambda Accessory,Accessories,1,15.59,15.59,0
2023-11-25,WE-S01,West,Eta Device,Devices,1,144.62,144.62,0
2023-02-08,NO-S06,North,Omicron Module,Modules,4,176.44,705.76,0
2021-03-14,CE-S03,Central,Sigma Kit,Kits,1,234.6,,0
2022-05-28,NO-S04,North,Sigma Kit,Kits,6,210.16,1260.96,0
2022-04-25,CE-S02,Central,Mu Component,Components,4,26.15,104.6,0
2023-01-31,CE-S03,Central,Upsilon Bundle,Bundles,5,415.23,2076.15,0
2021-07-29,WE-S01,West,Lambda Accessory,Accessories,2,18.95,37.9,0
2021-09-17,EA-S04,East,Sigma Kit,Kits,4,247.75,991.0,0
2023-03-06,CE-S02,Central,Xi Module,Modules,2,224.99,449.98,0
2021-04-18,SO-S06,South,Mu Component,Components,2,18.51,37.02,0
2023-07-18,WE-S03,West,Beta Widget,Widgets,1,54.22,54.22,0
2021-11-15,SO-S05,South,Lambda Accessory,Accessories,3,19.23,57.69,0
2022-04-25,WE-S03,West,Rho Part,Parts,5,12.98,64.9,0
2021-01-12,WE-S02,West,Rho Part,Parts,1,12.41,12.41,0
2023-01-26,NO-S05,North,Nu Component,Components,1,27.36,27.36,0
2022-08-31,CE-S05,Central,Epsilon Gadget,Gadgets,10,69.2,692.0,0
2023-05-29,NO-S03,North,Sigma Kit,Kits,2,226.1,452.2,0
2023-10-08,NO-S05,North,Tau Kit,Kits,4,279.39,1117.56,0
2022-11-20,NO-S02,North,Theta Tool,Tools,4,60.95,243.8,1
2021-05-19,WE-S02,West,Delta Gadget,Gadgets,3,77.5,232.5,0
2021-09-27,NO-S04,North,Alpha Widget,Widgets,2,53.08,106.16,0
2023-04-26,EA-S03,East,Gamma Widget,Widgets,5,48.44,242.2,0
2022-02-16,EA-S05,East,Pi Part,Parts,1,10.13,10.13,0
2022-02-07,WE-S04,West,Zeta Device,Devices,4,101.04,404.16,0
2021-04-10,EA-S02,East,Eta Device,Devices,1,132.63,132.63,0
2023-05-23,WE-S02,West,Nu Component,Components,6,25.86,155.16,0
2021-02-01,NO-S03,North,Alpha Widget,Widgets,3,44.31,132.93,0
2023-04-24,WE-S06,West,Xi Module,Modules,1,221.65,221.65,0
2021-07-20,EA-S03,East,Pi Part,Parts,4,13.0,52.0,0
2023-02-28,NO-S01,North,Gamma Widget,Widgets,1,43.61,43.61,0
2021-09-25,EA-S01,East,Pi Part,Parts,1,13.51,13.51,0
2022-04-14,NO-S05,North,Gamma Widget,Widgets,1,55.88,55.88,0
2021-03-13,SO-S01,South,Iota Tool,Tools,5,32.65,,0
2022-05-15,NO-S05,North,Epsilon Gadget,Gadgets,2,83.03,166.06,0
2021-10-19,NO-S05,North,Tau Kit,Kits,3,189.54,568.62,0
2023-07-11,EA-S02,East,Beta Widget,Widgets,1,56.19,56.19,0
2021-09-04,SO-S06,South,Xi Module,Modules,4,232.34,929.36,0
2022-11-22,EA-S02,East,Pi Part,Parts,7,16.36,114.52,0
2021-07-19,WE-S06,West,Gamma Widget,Widgets,7,50.03,350.21,0
2023-08-10,NO-S03,North,Delta Gadget,Gadgets,3,83.7,251.1,0
2021-06-11,CE-S05,Central,Nu Component,Components,3,35.06,105.18,0
2023-04-25,CE-S03,Central,Epsilon Gadget,Gadgets,6,70.99,425.94,0
2021-01-15,NO-S03,North,Gamma Widget,Widgets,4,51.87,207.48,0
2022-01-27,WE-S06,West,Kappa Accessory,Accessories,5,13.79,68.95,0
2023-01-23,SO-S06,South,Alpha Widget,Widgets,3,50.12,150.36,0
2023-01-02,EA-S01,East,Delta Gadget,Gadgets,1,69.75,69.75,0
2021-07-13,EA-S05,East,Xi Module,Modules,3,227.18,681.54,0
2022-12-29,SO-S04,South,Sigma Kit,Kits,2,367.24,734.48,0
2021-05-27,EA-S01,East,Xi Module,Modules,4,171.72,686.88,0
2021-12-10,WE-S02,West,Theta Tool,Tools,6,56.44,338.64,0
2022-04-30,NO-S03,North,Delta Gadget,Gadgets,6,97.76,586.56,0
2023-08-28,NO-S06,North,Tau Kit,Kits,1,239.02,239.02,0
2023-10-10,EA-S03,East,Xi Module,Modules,4,194.92,779.68,0
2023-08-27,CE-S05,Central,Theta Tool,Tools,3,37.82,113.46,0
2021-11-01,CE-S03,Central,Upsilon Bundle,Bundles,6,553.48,3320.88,0
2023-03-28,EA-S04,East,Pi Part,Parts,3,12.7,38.1,0
2022-06-04,CE-S06,Central,Delta Gadget,Gadgets,5,90.74,453.7,0
2023-08-16,SO-S02,South,Gamma Widget,Widgets,7,50.61,354.27,0
2022-02-18,WE-S04,West,Delta Gadget,Gadgets,1,77.25,77.25,0
2022-06-15,NO-S02,North,Upsilon Bundle,Bundles,4,386.53,1546.12,0
2023-09-23,EA-S04,East,Alpha Widget,Widgets,3,62.94,188.82,0
2023-02-24,CE-S05,Central,Upsilon Bundle,Bundles,5,393.03,1965.15,0
2022-12-27,NO-S02,North,Zeta Device,Devices,2,207.65,415.3,0
2021-05-07,NO-S03,North,Xi Module,Modules,1,131.75,131.75,1
2021-03-06,CE-S04,Central,Sigma Kit,Kits,1,262.79,262.79,0
2022-02-01,EA-S04,East,Omicron Module,Modules,4,191.38,765.52,0
2022-06-19,WE-S04,West,Omicron Module,Modules,1,199.75,199.75,0
2023-06-06,SO-S04,South,Lambda Accessory,Accessories,3,17.53,52.59,0
2021-02-08,WE-S04,West,Tau Kit,Kits,5,162.81,814.05,0
2022-05-07,EA-S06,East,Lambda Accessory,Accessories,2,15.0,30.0,0
2021-07-23,NO-S03,North,Zeta Device,Devices,4,160.35,641.4,1
2022-09-12,NO-S03,North,Epsilon Gadget,Gadgets,3,97.05,291.15,1
2021-07-15,CE-S03,Central,Rho Part,Parts,3,14.69,44.07,0
2023-07-03,EA-S03,East,Lambda Accessory,Accessories,5,16.97,84.85,0
2022-03-24,NO-S04,North,Beta Widget,Widgets,3,51.61,154.83,0
2023-08-28,CE-S05,Central,Mu Component,Components,6,24.55,147.3,0
2023-07-20,SO-S02,South,Tau Kit,Kits,3,257.5,772.5,0
2023-03-21,CE-S02,Central,Sigma Kit,Kits,1,273.46,273.46,0
2022-08-03,SO-S03,South,Mu Component,Components,3,24.79,74.37,0
2023-11-28,SO-S06,South,Sigma Kit,Kits,4,353.86,1415.44,0
2023-09-19,EA-S04,East,Eta Device,Devices,1,111.77,111.77,0
2023-10-22,WE-S05,West,Upsilon Bundle,Bundles,1,328.21,328.21,0
2022-03-05,SO-S03,South,Iota Tool,Tools,4,36.21,144.84,0
2022-08-24,EA-S02,East,Kappa Accessory,Accessories,3,15.56,46.68,0
2023-12-30,EA-S05,East,Pi Part,Parts,4,15.47,61.88,0
2023-01-23,NO-S05,North,Iota Tool,Tools,3,47.59,142.77,0
2022-10-01,SO-S05,South,Pi Part,Parts,5,11.42,57.1,1
2023-03-17,SO-S01,South,Gamma Widget,Widgets,3,58.86,176.58,0
2021-03-13,EA-S03,East,Pi Part,Parts,3,9.17,27.51,0
2021-03-29,CE-S06,Central,Gamma Widget,Widgets,5,48.59,242.95,0
2021-06-15,NO-S06,North,Rho Part,Parts,3,13.28,39.84,0
2023-06-26,SO-S02,South,Sigma Kit,Kits,5,320.3,1601.5,0
2022-12-05,SO-S03,South,Rho Part,Parts,3,16.21,48.63,0
2022-09-16,EA-S06,East,Nu Component,Components,2,27.25,54.5,0
2022-03-25,CE-S03,Central,Upsilon Bundle,Bundles,5,393.81,1969.05,0
2023-07-27,WE-S01,West,Mu Component,Components,5,23.71,118.55,0
2022-05-08,SO-S05,South,Eta Device,Devices,3,117.53,352.59,0
2022-01-15,EA-S06,East,Theta Tool,Tools,1,38.01,38.01,1
2023-10-02,SO-S03,South,Lambda Accessory,Accessories,2,15.93,31.86,0
2022-02-28,CE-S02,Central,Mu Component,Components,1,18.82,18.82,0
2022-04-29,SO-S06,South,Epsilon Gadget,Gadgets,4,85.69,342.76,0
2023-08-14,SO-S03,South,Epsilon Gadget,Gadgets,5,77.94,389.7,0
2022-08-05,CE-S01,Central,Beta Widget,Widgets,1,50.53,50.53,0
2023-05-08,CE-S04,Central,Kappa Accessory,Accessories,2,15.59,31.18,0
2023-10-22,WE-S02,West,Theta Tool,Tools,3,32.14,96.42,0
2021-04-21,NO-S06,North,Epsilon Gadget,Gadgets,4,73.19,292.76,0
2021-05-10,WE-S02,West,Pi Part,Parts,3,9.24,27.72,0
2021-04-30,NO-S02,North,Kappa Accessory,Accessories,3,15.09,45.27,0
2022-07-30,SO-S03,South,Rho Part,Parts,1,13.72,13.72,0
2022-12-25,NO-S05,North,Rho Part,Parts,5,15.06,75.3,0
2021-01-22,SO-S05,South,Kappa Accessory,Accessories,6,15.53,93.18,0
2023-01-10,EA-S01,East,Iota Tool,Tools,2,39.29,78.58,0
2022-04-09,CE-S04,Central,Iota Tool,Tools,7,33.37,233.59,0
2023-09-28,EA-S04,East,Pi Part,Parts,4,14.7,58.8,0
2021-02-25,NO-S05,North,Mu Component,Components,2,21.82,43.64,0
2023-02-14,SO-S03,South,Rho Part,Parts,1,9.11,9.11,0
2022-09-21,CE-S03,Central,Nu Component,Components,2,25.51,51.02,0
2023-07-30,SO-S06,South,Beta Widget,Widgets,3,40.56,121.68,0
2023-04-17,CE-S02,Central,Theta Tool,Tools,3,37.03,111.09,0
